,Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135
0,Corn_Blight (1003).JPG,Blight,342.3772977941177,497.7853133410228,198.57486213235296,524.2857516339872,0.22302055643241508,0.1958255324487757,0.24918947189128077,0.18625881884040452,8.011182598039216,9.415824682814305,5.862545955882353,10.151895424836605,0.05683673833931944,0.05322013230026598,0.059965533670331785,0.0516226944291974,0.6050655915610258,0.31874413156662423,0.7845213299853829,0.28299565064356685,9.855876336306617,9.957745476483932,9.56791849676413,10.046518126034343,0.0032304148250522644,0.0028323824820578147,0.003595865228367695,0.002664902580130288
1,Corn_Blight (339).jpg,Blight,226.954212622549,367.24985774702054,142.94491421568628,363.4051211072665,0.2808192452038127,0.24625928405688896,0.39188090395342196,0.2504792872442093,5.933777573529412,7.263667820069205,3.165073529411765,7.138146866589776,0.0728147531234349,0.06806069387807527,0.08637636261726406,0.06882040211920896,0.6286775802713632,0.23683075463893172,0.7746609844623101,0.24450243906065122,8.97018917574849,9.073992123718163,8.212212806108397,9.05406100485733,0.005301988272426773,0.004632258051165073,0.007460876018989091,0.004736247747849622
2,Corn_Blight (338).JPG,Blight,328.81510416666663,521.9332718185314,220.8285845588235,520.6301114955787,0.26309249767824905,0.21999020998861868,0.26979025494908687,0.22050872216722647,6.686611519607843,8.6640369088812,5.500490196078431,8.481337946943484,0.0679184314162361,0.06245031431316624,0.06859850874248986,0.062025078887962735,0.6328950905034694,0.2818173617939318,0.7667293494081607,0.284275621919849,9.301468227191707,9.48993444534576,9.154921987469292,9.481364567051738,0.004612913326041967,0.003900041757813256,0.004705755401693459,0.0038471104110580005
3,Corn_Blight (337).JPG,Blight,347.1973958333334,519.5488965782392,199.21390931372554,529.9149096501347,0.25593951715024416,0.22156099069270602,0.2903816182653017,0.21625412830636898,7.5500612745098055,9.033494809688582,4.93186274509804,9.36425990003845,0.0624378141078928,0.057683490441928734,0.06630904869229907,0.05693647295085909,0.6318126884155261,0.3371926479363626,0.7934665885768523,0.32413641411444505,9.612798587769104,9.736467417252513,9.230911033023053,9.779372943583084,0.003898480630571777,0.003327385069564083,0.00439688993847769,0.003241761952083909
4,Corn_Blight (335).JPG,Blight,397.1783700980393,589.4676355247983,223.85729166666667,606.3707958477511,0.23409333696571774,0.20806811274528347,0.2638825808374787,0.19822687130196523,7.860569852941179,9.408489042675896,5.36875,9.896424452133799,0.056580989229878746,0.05284895517189143,0.05938866405829949,0.05158950981535492,0.6130245883014289,0.30895719668126304,0.7920969850661497,0.2892681933166898,9.774868197108635,9.890772891868139,9.463267016021007,9.959898138224691,0.0032014083422316547,0.00279301206276059,0.0035270134186295536,0.0026614775229886014
5,Corn_Blight (333).JPG,Blight,155.84074754901965,269.8660515186467,128.4695618872549,280.6555940023069,0.2436561682203574,0.23239112773477993,0.33446099510575644,0.21316594983763704,5.778890931372549,6.637324106113034,3.6357996323529416,7.261268742791236,0.06510226352466326,0.06384945590111303,0.07615162037303339,0.06124674390320523,0.6956239697610237,0.33150692456589614,0.7391496109729083,0.30283244243483015,9.148118421776115,9.165463705752543,8.560365180454449,9.276572880169251,0.0042383047160347,0.004076753018868178,0.005799069285438593,0.0037511636387448075
6,Corn_Blight (332).JPG,Blight,257.711580882353,377.16661284121494,148.76711090686277,401.453071895425,0.22750403939315672,0.19888582789733214,0.2687883939334284,0.18955629585888545,6.442371323529413,7.760076893502499,4.754028799019608,8.320676662821993,0.06232977742291614,0.0592955059657686,0.06782768397783444,0.058186242620083165,0.5952156711102992,0.28482770089004045,0.7898284827834543,0.23816325419890852,9.196995074367033,9.290152369427178,8.892329484034224,9.359061031582893,0.0038850011535902667,0.0035159570277365003,0.004600594713796978,0.003385638830243182
7,Corn_Blight (330).JPG,Blight,356.23034620098036,515.3701653210304,180.56622242647057,526.1182622068436,0.2224926922606035,0.1941089291080449,0.2523016476911574,0.18716346826780408,7.111688112745097,8.630572856593618,4.928661151960784,8.970519031141869,0.056196517904827055,0.0530449312861255,0.05993954501237016,0.05206254125756178,0.5530021609183389,0.21208526141812392,0.7990362820684639,0.19562953559736296,9.495942048638371,9.60422217737584,9.160777863247192,9.64966082282448,0.0031580486246275477,0.002813764735149776,0.0035927490562899485,0.0027105082021953225
8,Corn_Blight (326).JPG,Blight,322.1372549019608,439.65167243367944,153.21824448529406,471.4604690503654,0.2531065974621722,0.21997670360863267,0.27051837037650334,0.2087430266960357,6.6026348039215685,7.818869665513267,4.878232230392156,8.506589773164169,0.061322380006476634,0.05693575329526464,0.06320783671596213,0.05530105430829105,0.5374544471190137,0.24869039166310192,0.8097363391922588,0.19441184426367789,9.344141881691858,9.460130418501615,9.1230815703463,9.547142643501825,0.003760434289658725,0.0032416800032992383,0.00399523062231173,0.003058206607608556
9,Corn_Blight (325).JPG,Blight,273.3055453431373,471.86618992695117,220.3910079656863,468.3296116878124,0.2271000382491019,0.19397159139432787,0.24814015333933506,0.195217072597098,6.672518382352941,8.61039600153787,5.5596354166666675,8.540730488273741,0.05474208988249462,0.050786297438984926,0.05732401608625247,0.05066608280855287,0.6450488451057819,0.21692460069136063,0.7177537100370652,0.22260404934278166,9.538466104635699,9.706462470496685,9.360138122622894,9.705787433281069,0.0029966964047031196,0.002579248007561047,0.003286042820256932,0.002567051947163137
10,Corn_Blight (321).JPG,Blight,370.81049325980405,608.7743944636678,236.19640012254908,554.6193617839294,0.251172818208358,0.21087787589109516,0.26286797389541544,0.2232546917408989,6.649371936274511,8.99612456747405,5.3313572303921575,7.738100730488275,0.06373886957581049,0.05847293884428893,0.0650964618422366,0.059731233054725184,0.6050718268763854,0.19857260808451657,0.7669532227192999,0.2687297799174661,9.221922173973612,9.446363701138303,9.077349975002186,9.305071897070166,0.0040626434948021805,0.0034190845770879536,0.004237549344377765,0.0035678202022378946
11,Corn_Blight (319).JPG,Blight,150.3512867647059,424.23701653210315,293.84969362745096,427.49331795463297,0.3247878580620752,0.2600626177386206,0.2982419118365791,0.2563676867521549,4.4781556372549005,7.517354863514035,6.178860294117647,7.763121876201463,0.08052969231898571,0.07142911647628843,0.07808367833827738,0.07104342791753267,0.8073721891561317,0.2730820809232467,0.5788384072748001,0.26735043597963937,8.81473034631198,9.207741028907973,9.056584548593918,9.246832317822433,0.006485031344990507,0.005102118680583179,0.006097060822835568,0.00504716865027366
12,Corn_Blight (316).JPG,Blight,280.6273590686274,431.0330334486737,167.36067708333331,416.4105036524415,0.2628907359113232,0.22437478339516181,0.2852853038050973,0.22878770895234976,6.625367647058822,8.338900422914266,4.897993259803921,7.9311803152633615,0.06594701765279803,0.06029589375293777,0.06849024801669387,0.060818106832257524,0.6205669643228408,0.30845338378149506,0.7859948841532874,0.3315156470668532,9.3413616866172,9.531191026340995,9.110483565004209,9.483871976711413,0.004349009137298456,0.00363559480346556,0.004690914073388239,0.0036988421186598896
13,Corn_Blight (315).JPG,Blight,264.8163449754902,407.5814225297963,174.79796262254905,438.1252441368705,0.25406348063193496,0.2214400653389484,0.3224867551418935,0.2211427672408685,6.780958946078432,8.120353710111496,4.626179534313726,8.577962322183776,0.06442819577995208,0.06032590830866661,0.07337872311951257,0.060079722443610546,0.6648675018709281,0.38247762644762884,0.7872203642874905,0.33692364515766027,9.399627210771841,9.51285239851266,8.96210046672756,9.546246048130794,0.004150992411459836,0.003639215213265651,0.005384437006650088,0.003609573048901281
14,Corn_Blight (314).JPG,Blight,270.1795649509804,428.93394848135335,161.21269914215688,401.21608612072293,0.30614796939558353,0.2581834709136188,0.3271598680131291,0.27106762509712984,6.03483455882353,7.907481737793157,4.43576899509804,7.134271434063823,0.08797752609595319,0.07977727972976432,0.08977420746774924,0.08169415113409009,0.6241256795161599,0.27212356484853245,0.789673532320118,0.3190740117561338,8.89718835090933,9.114612609704158,8.652613515448936,9.010044226085787,0.007740045097964125,0.006364414361081067,0.008059408326462483,0.0066739343295195526
