Filename,Class,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
Image_1,Blight,291.1193014705882,416.5120799692427,156.47253370098042,427.5385467128028,0.35929737978804877,0.2748162724114097,0.39478195779687814,0.26753574251999696,6.495373774509805,8.193556324490581,4.773881740196078,8.554648212226066,6.996130828763794,7.209832765275578,6.807871609693629,7.255190358674211,0.002746682935199202,0.0019019404744958798,0.0030361748401681455,0.0018428303312791447,0.05240880589365877,0.04361124252410013,0.05510149580699371,0.0429281997209194,0.6938401762504902,0.5015613454393697,0.843263181766955,0.48847099364877805
Image_2,Blight,256.0066176470589,457.12975009611694,221.552512254902,469.96684352172247,0.46032703177953344,0.373322874863192,0.48661790806513533,0.36238250488671864,4.768627450980393,6.54003844675125,3.9121017156862754,6.931672433679354,6.227176928578226,6.445789221639434,6.094019356868665,6.499718216150638,0.008455284086386548,0.006044697977192399,0.008265267049106717,0.005932281036439273,0.09195261870325688,0.07774765576653998,0.09091351411702617,0.07702130248469752,0.7551157663179842,0.46921233402757967,0.789288012549976,0.454219701607799
Image_3,Blight,197.44499080882355,298.4006766628221,112.38570772058824,295.24218377547106,0.36073404740633574,0.26664924136737217,0.42828663464288025,0.27532090356762196,5.552466299019607,7.186405228758171,3.700566789215687,6.9771472510572865,6.765542587203674,6.998699104305378,6.442307922381144,6.964304516697238,0.0027350143321153526,0.0018107325414278162,0.0036145231898864027,0.001893013023559833,0.05229736448536726,0.042552703103655075,0.06012090476603294,0.04350876950178933,0.668213410617921,0.40807891784919914,0.8202360247197289,0.414752111996243
Image_4,Blight,182.17440257352945,289.923783160323,117.6780943627451,286.2977777777778,0.4368724766037038,0.3528041405666082,0.48748081749640987,0.35979249488562154,4.3695312500000005,5.906805074971166,3.243106617647059,5.7222145328719725,6.154078248501045,6.375177801673369,5.94888532295885,6.345774975649373,0.0060469476977754975,0.0043956348968788965,0.006638612435534111,0.004474576409481403,0.07776212251331298,0.06629958443971498,0.08147768059741337,0.06689227466218653,0.6764247187879135,0.3731929031087664,0.7986523585252772,0.38123267465009125
Image_5,Blight,219.37236519607842,315.60581314878897,114.42768075980393,315.7035909265668,0.36919755173654695,0.28589243697763683,0.42276143656780657,0.286147174600238,6.054319852941176,7.639584775086507,4.002711397058825,7.569058054594389,6.878790377472699,7.101462638065646,6.602462047392947,7.089015900013799,0.002841947057622068,0.002039018205076243,0.003456309669433032,0.0020387430321730285,0.053309915190535316,0.04515548920204766,0.05879038755981314,0.045152442150707954,0.7130397875302965,0.5314662344332337,0.853009174376543,0.5313128416613679
Image_6,Blight,235.60569852941177,342.80184544406006,135.43500306372547,359.8264206074588,0.37334253998368144,0.2878264602891003,0.40631540307053043,0.28144273755768895,5.700674019607844,7.231034217608613,4.302864583333333,7.655901576316802,6.785514648070287,6.998116785911633,6.616955887568175,7.038696142091483,0.0029012233172412655,0.002006546383470351,0.0032147542974757305,0.0019624056698389312,0.05386300508921931,0.044794490548172895,0.05669880331608182,0.04429904818208774,0.6848357334638805,0.46788021538047614,0.8299647152375538,0.4415279215496986
Image_7,Blight,233.60969669117654,359.98863514033064,152.21611519607848,361.7381314878893,0.34238476133131046,0.2577362887077818,0.3731388542500184,0.25698184553358816,6.164292279411765,8.18566705113418,5.111948529411765,8.208596693579393,7.048285123767536,7.289687999874633,6.913891605638854,7.290659830339185,0.002136039572557731,0.001425829387774288,0.0024209619365898934,0.0014261846174267404,0.04621730814919591,0.03776015608779031,0.04920327160453757,0.0377648595578845,0.7076674202215143,0.4872709587590126,0.8206791497889552,0.484775853427923
Image_8,Blight,275.340318627451,417.04039984621306,159.9172181372549,418.14154555940024,0.36368069474367387,0.275694538652236,0.3994348251287694,0.2737567673454067,5.790318627450981,7.618977316416764,4.287867647058824,7.647058823529411,6.6906406761767245,6.9186911928466905,6.501449741067842,6.925403472579899,0.0031739522603235534,0.0021803288919279708,0.0036176608333858976,0.002149282600768255,0.05633784039456565,0.04669399203246571,0.060146993552345554,0.04636035591718699,0.6521399700783308,0.3719556251146212,0.8123920227733283,0.3706596696312868
Image_9,Blight,216.38592218137256,375.3447443291042,177.0862285539216,375.9397923875433,0.38895036041194897,0.29229989573236304,0.40249871562471906,0.2866592216789194,5.224954044117648,7.317001153402538,4.576884191176471,7.36241445597847,6.725400251111686,6.9993405297660605,6.640996750880554,7.011718769574045,0.003138558674848617,0.002078682717631006,0.0032651525348573874,0.002021008629307541,0.0560228406531534,0.04559257305341524,0.05714151323562745,0.044955629561908496,0.7387147105219309,0.4565760147707987,0.7896332302200344,0.4556970495787058
Image_10,Blight,165.78802083333335,258.3040522875818,106.76061580882353,252.57007304882745,0.35787579071844916,0.27219661164119985,0.4046858059193317,0.27593084510174604,5.359466911764707,6.9841599384852,3.9906709558823525,6.8609457900807405,6.668981288671971,6.8919358759505345,6.451575725756323,6.87642017290172,0.003307215988704767,0.002285778648705338,0.003885370508976416,0.0023194885709973737,0.05750839928831933,0.04780981749290974,0.06233274026526041,0.04816106903918738,0.7195725354231897,0.494048026913429,0.823672892351809,0.5051908935870223
