Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
Corn_Blight (1003).JPG,Blight,217.95137867647065,250.42751249519418,131.1226409313726,284.7001922337563,0.13280931346113098,0.11071087610647494,0.14987503472512026,0.10709071081513769,10.470312500000002,11.399753940792003,8.077052696078432,12.156647443291043,8.783526623749722,8.873281624713972,8.582218039015084,8.928513267137172,0.0002222119675650592,0.00019653458929010388,0.0002654430912990197,0.00018750378591855587,0.014906775894372976,0.014019079473706677,0.016292424353024314,0.013693202179130923,0.9278647822255643,0.9171579187046214,0.9566700757895681,0.9058208207692443
Corn_Blight (1004).JPG,Blight,113.21216299019608,135.2963783160323,65.77601102941176,168.61337946943485,0.2584947495907317,0.20271045680789912,0.2662475879757971,0.1918255227452455,6.584773284313725,7.451610918877354,4.996292892156863,8.306943483275663,8.020584606805233,8.202374629325899,7.8888990283778035,8.281695927441238,0.0009267370685253268,0.0006478439295447393,0.0008363538813196847,0.0006243956979253094,0.030442356487718338,0.02545277842485451,0.028919783562808433,0.024987911035645002,0.9644606456711188,0.9576102406322667,0.9794140809877576,0.9471725567117697
Corn_Blight (1005).JPG,Blight,233.17103247549016,288.10177623990774,90.234375,249.99687812379858,0.10696225779853463,0.09103171367542087,0.16632130308124754,0.09770965274687834,11.37642463235294,12.778838908112267,6.763848039215686,11.815747789311803,9.067083257012829,9.176591615225359,8.60452606083535,9.107561670019685,0.00015563648052281575,0.00013646542061351911,0.00024782256317432,0.00014684477223958313,0.012475435083507739,0.011681841490686266,0.01574238111514011,0.012117952477196102,0.9319618040440927,0.9159848156819206,0.9736696744151306,0.9270963803451722
Corn_Blight (1010).JPG,Blight,161.59099264705884,214.53710111495576,84.15300245098041,194.67301806997307,0.16957190130928002,0.13584505612243278,0.20172616157347162,0.13949649752360044,8.818780637254903,10.295717031910803,6.205238970588237,9.820084582852747,8.60712265307461,8.767791365160159,8.318924140595033,8.727146412030915,0.00029462861996437683,0.0002368685276313297,0.00036551446559015773,0.00024546037878253715,0.01716474934172873,0.0153905337019653,0.019118432613322613,0.01566717520111833,0.9384693056517178,0.9184066340917998,0.9680292135897962,0.9259614095482773
Corn_Blight (1011).jpg,Blight,259.7409773284314,298.1666282199154,117.97754289215686,289.959846212995,0.1261715892341681,0.10577778430205603,0.1593434437025678,0.10832292089794057,11.598514093137256,12.600645905420993,7.765716911764706,12.411610918877354,8.915958291501287,8.99565361054361,8.585930177844244,8.982978994286306,0.00021445714707834726,0.00018846115584740202,0.00028199075231731785,0.00019157000656743237,0.01464435546817774,0.013728115524259038,0.01679258027574434,0.01384088171206706,0.9010524832496042,0.8863834330362337,0.9550335714699393,0.889511420356154
Corn_Blight (1016).JPG,Blight,217.69566482843135,248.78066897347176,110.98907781862744,282.37970011534026,0.13435953612288548,0.10875891469616497,0.1593808928469324,0.10700121247504438,10.671338848039216,11.59844675124952,7.512117034313727,12.29136485966936,8.863379257447745,8.963838365946415,8.601470009667697,9.009217105068345,0.0002155993563172818,0.00018286274125484223,0.00025995567641502065,0.0001774169902712425,0.014683301955530364,0.013522675077618417,0.01612314102199136,0.013319796930555756,0.9447684393852496,0.9369478989067604,0.9718871144502511,0.9284322304785112
Corn_Blight (1019).JPG,Blight,184.61113664215685,234.83071126489813,127.25778186274509,237.78149942329875,0.13059655496690806,0.10833954829716143,0.14753634363758483,0.10764389838036394,9.976148897058824,11.359769319492505,8.162009803921569,11.424990388312187,8.55610422567597,8.683432985658118,8.417171109163775,8.686357897480704,0.00031050726433342945,0.0002586262255918191,0.0003436782643319276,0.0002573233226921122,0.01762121631254294,0.01608186014091091,0.018538561549697637,0.01604130052994807,0.9294253081512334,0.9102734606482152,0.9514868833199989,0.9091467812297621
Corn_Blight (1020).JPG,Blight,193.7719669117647,232.1990926566705,92.28973651960786,235.36379853902346,0.12094004009022183,0.10220128602229785,0.1547319655482553,0.10076441124393898,10.03967524509804,11.221837754709727,6.972212009803923,11.326858900422915,8.764697558691068,8.87010989941237,8.454642666630345,8.879882369681134,0.0002250081802596958,0.00019652536561737036,0.0002955687866445599,0.00019451626049248204,0.015000272672844844,0.014018750501288278,0.017192114083048656,0.01394690863569709,0.9161569847145856,0.8995037391805774,0.9601635846507708,0.8981327942439017
Corn_Blight (1022).JPG,Blight,149.87869178921574,206.21434832756634,110.65108762254901,207.3292425990004,0.15701289934508245,0.1212901021521757,0.16581756018426214,0.11790877380908076,8.674954044117648,10.340915032679739,7.332797181372549,10.46560553633218,8.569106495170313,8.743256578809156,8.44118625667057,8.752573615313095,0.0003297126884416451,0.0002490041611476141,0.0003422319352833045,0.0002466037594448413,0.018157992412203644,0.015779865688516304,0.018499511757970925,0.015703622494343185,0.9381050897529696,0.9148424263403924,0.9543386226876348,0.9143824476920264
Corn_Blight (1026).JPG,Blight,253.82697610294125,301.6864436755094,129.03393075980392,292.13557862360625,0.0984715323464071,0.08728159224957621,0.1308708680587541,0.08830534707259566,11.705713848039217,12.87826220684352,8.340854779411767,12.654609765474817,8.987332969685054,9.06665898072191,8.698809249035328,9.05454154930856,0.00017637646597011973,0.00016109629263047758,0.00023564462980734578,0.00016393860285895414,0.013280680177239407,0.012692371434467145,0.015350720823705503,0.012803851094844634,0.9117321022613698,0.895337154426565,0.9552548315462106,0.8986507014857276
Corn_Blight (1027).JPG,Blight,199.50903799019613,275.319354094579,129.34926470588238,233.33942329873128,0.19424362114166865,0.14634045875216006,0.1926246033147533,0.1498220142614406,9.633915441176473,11.54489811610919,7.71844362745098,10.65381007304883,8.503773561478344,8.715570542606729,8.388066330976166,8.661517665864185,0.00045310273073307164,0.00031527388469315253,0.00041919536656574393,0.00032229440041766684,0.02128620987242848,0.017755953499971566,0.020474261074962974,0.017952559717702286,0.9151803707184473,0.8829377099802347,0.9451622759820411,0.9007906058493445
Corn_Blight (1030).jpg,Blight,199.07564338235295,251.39118800461364,96.09105392156862,231.93863898500575,0.1212920799381782,0.10127679654669541,0.16887845458073103,0.10452390994335603,10.38563112745098,11.733025759323336,6.94298406862745,11.31921568627451,8.699856499952352,8.817829811949492,8.362635680404257,8.786838085639268,0.00025943203185073053,0.0002240955146787213,0.0003520166851015835,0.0002283022189584611,0.01610689392312281,0.01496982012846919,0.01876210769347579,0.015109673026192892,0.913834097411679,0.8913612774126203,0.9584860621588197,0.899767170757962
Corn_Blight (1032).JPG,Blight,138.50456495098038,168.08676662821992,102.17213541666669,204.27609381007306,0.1347744385011819,0.11443332906218359,0.14888680466319762,0.10566501183509318,8.553094362745098,9.58803537101115,7.343826593137257,10.605198000768937,8.434997822349983,8.55250602786169,8.325843630602332,8.63432039688054,0.0003360823089001225,0.0002921234121499125,0.0003655169295238011,0.00026720838006143497,0.018332547801659282,0.017091618184066494,0.01911849705190764,0.016346509721082203,0.9310375918948111,0.9163595588917838,0.9492811821383036,0.8983526050688386
Corn_Blight (1036).jpg,Blight,199.11979166666666,233.26359092656674,91.19249387254901,246.94285274894276,0.13645373228626462,0.11334146626455745,0.16118194405625386,0.11177813302041836,9.74016544117647,10.808381391772397,6.827083333333333,11.129427143406385,8.719904109514987,8.829266181731185,8.439259664195692,8.852603373803868,0.00024042184515120384,0.00020717634258021305,0.0002990295574418493,0.00020262942667926642,0.015505542401064332,0.014393621593616148,0.017292471120168143,0.014234796334309333,0.9405213098926664,0.9304071678938326,0.9728600796530799,0.9263260723585148
Corn_Blight (1039).jpg,Blight,172.3060355392157,142.15718569780853,130.13495710784312,253.67610918877358,0.12937911167121202,0.12297713807523361,0.13886274167328033,0.10421551403949281,9.439950980392158,8.831633986928104,8.234037990196079,11.533456362937333,8.647810041891995,8.608316013586037,8.534420197778875,8.814912294193403,0.00026351312727526676,0.0002603018594717289,0.0002925156208699779,0.00022274140857012233,0.016233087422769174,0.016133873046225725,0.017103088050699437,0.014924523730093444,0.9422429501523855,0.9523949972369643,0.9564035804886223,0.9150505913819862
Corn_Blight (1041).JPG,Blight,143.54114583333333,179.66851211072665,61.34355085784314,166.50472895040372,0.18812819589685645,0.15754451659697294,0.23236119545487116,0.157085805768839,7.9342830882352935,9.075171088043062,5.193795955882353,8.821468665897733,8.387664840815319,8.52829524514217,8.051498512804587,8.510501211052231,0.0004011497512224866,0.00033187862415322175,0.0005090897562686226,0.0003302196638355609,0.020028723155071235,0.01821753617131641,0.022563017446002708,0.018171947166871275,0.9386891997809804,0.9231878549553036,0.9738443731512936,0.9288156559874411
Corn_Blight (1051).JPG,Blight,95.36441482843136,182.54193002691272,61.78414522058823,84.10196078431373,0.30755261051396365,0.22956212811434662,0.30441686857638656,0.2603435620831126,5.946982230392157,8.477247212610536,4.813893995098039,5.734717416378317,7.753507633637295,8.072436352031628,7.670995268873469,7.815074763042034,0.001547923251236003,0.0010444130189184327,0.0013692428899792146,0.001139654180267519,0.03934365579399051,0.032317379518123565,0.037003282151441844,0.03375876449557239,0.9750699185419104,0.9523467013633159,0.9838369591784123,0.9780450385932018
