,Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135
0,Corn_Blight (1003).JPG,Blight,342.37729779411774,497.78531334102286,198.57486213235296,524.2857516339872,0.22302055643241508,0.19582553244877568,0.24918947189128077,0.18625881884040454,8.011182598039216,9.415824682814305,5.862545955882352,10.151895424836605,0.05683673833931944,0.05322013230026598,0.05996553367033179,0.0516226944291974,0.6050655915610258,0.3187441315666243,0.7845213299853827,0.28299565064356685,9.855876336306617,9.957745476483932,9.56791849676413,10.046518126034343,0.003230414825052264,0.0028323824820578143,0.003595865228367696,0.002664902580130288
1,Corn_Blight (1005).JPG,Blight,246.57803308823526,387.16970396001557,148.408287377451,376.75111111111124,0.22682935837891344,0.19245291549324878,0.2884618126829373,0.20051435323972178,6.626715686274508,8.26097654748174,4.327282475490196,7.7995693963860075,0.05450678273106245,0.05029386456031825,0.06159679623629216,0.051517593107832556,0.5953972736504108,0.20823223741802277,0.7715257724719803,0.23061682560638105,9.545038144350082,9.690644090455214,9.052607936476758,9.625625131979945,0.002970989363691248,0.002529472812411636,0.003794165306575296,0.002654062399624196
2,Corn_Blight (1010).JPG,Blight,212.37924325980393,375.4821991541715,171.26712622549022,370.73460976547483,0.3165330458059022,0.27665262829282783,0.3538896653877142,0.27824703233467324,5.113556985294117,6.701084198385238,3.9022365196078432,6.524413687043446,0.08340031133249633,0.07660786238503636,0.08704018910083867,0.07654601839140524,0.6499080008062582,0.1863373527590874,0.7212214462072889,0.19706133343636528,8.611491204173511,8.779667401277134,8.323354117719429,8.75961518597986,0.006955611930357314,0.005868764579204669,0.007575994518709755,0.005859292931577348
3,Corn_Blight (1011).jpg,Blight,303.80217524509806,437.4646059207999,155.6497855392157,440.9766551326414,0.23244570852888052,0.20330107062775374,0.27550388067126336,0.2063870229909366,7.712254901960786,9.191695501730107,4.920496323529412,9.13773164167628,0.05770802563434482,0.05336337940929521,0.062374242901933885,0.0535134838023539,0.6184067524231666,0.3555403691077905,0.8133276138569385,0.3502804817104971,9.810373801555428,9.94402654118858,9.37877077230835,9.938285788178131,0.003330216222614199,0.002847650261980392,0.00389054617758945,0.002863692948664793
4,Corn_Blight (1016).JPG,Blight,341.6040287990196,482.66223760092294,181.9681219362745,516.6204998077664,0.23780400742661173,0.20710953692890197,0.2604430722483012,0.19789364829173658,7.132061887254903,8.4080584390619,5.3070618872549025,9.231526336024606,0.05632687226303577,0.052087531458470546,0.058583239277385186,0.05063010499854305,0.5643315790005423,0.25847680182994376,0.7948665794576217,0.2065926044500261,9.641390282665153,9.747008141001004,9.383223304392551,9.84999686883785,0.0031727165389363477,0.002713110933437159,0.0034319959242313665,0.0025634075321634936
5,Corn_Blight (1019).JPG,Blight,327.26384803921565,483.99240292195327,187.75968137254898,493.75366397539426,0.2154721137185485,0.18651743180791963,0.23533067936142668,0.1790144390877085,7.141023284313724,8.924567474048445,5.889093137254902,9.208796616685891,0.050177828519192405,0.04647019874043023,0.05240060807222304,0.04563074890190777,0.5678359633567694,0.23312190613230344,0.7821106955118315,0.21778491976467562,9.764482937024045,9.922579985793913,9.593943585140108,9.960783928901812,0.0025178144749014785,0.0021594793709750833,0.0027458237263387262,0.002082165245348957
6,Corn_Blight (1020).JPG,Blight,362.16151960784316,561.1541868512113,219.16726409313725,565.6361707035758,0.2347287940208018,0.20643870095179398,0.2636145568492779,0.19545732600105042,6.913112745098038,8.597631680123031,5.073697916666667,8.823683198769706,0.05911118924095735,0.05570455840119472,0.06254696792406836,0.054213000367802494,0.5772696690616176,0.17646574982593158,0.7671798880322879,0.1708289545608071,9.394304302686722,9.514725887917246,9.110510736284997,9.562221790516709,0.003494132693480272,0.0031029978266721133,0.003912123196494435,0.0029390494088793536
7,Corn_Blight (1022).JPG,Blight,322.28319546568633,529.6869665513266,233.00433517156864,535.6487043444829,0.23475391031256848,0.1973262219015827,0.24811422408197437,0.1876526306103378,7.039782475490196,9.061022683583237,5.843458946078431,9.316862745098039,0.054577036391718674,0.049918759619525466,0.05591616819634789,0.04861282393786703,0.6381455924467518,0.263473530494502,0.7523782623276357,0.25508818319319554,9.724444645643288,9.902140061655231,9.543465094852081,9.950042679473853,0.002978652901302984,0.0024918825619519662,0.003126617865762268,0.0023632066512140576
8,Corn_Blight (1026).JPG,Blight,263.3355392156863,411.92553633218006,168.64483762254903,407.58486735870827,0.22033026173643613,0.19626453650089778,0.2545595531403364,0.1882587113886877,6.947579656862744,8.474033064206077,5.059574142156862,8.54009996155325,0.05460602530914584,0.051516961875737614,0.05857632722673837,0.05079066770947589,0.6268353399130412,0.2879901837733028,0.7700757714759194,0.29515754707565905,9.619811874010873,9.736834698400187,9.29745426421984,9.755413043675034,0.002981818000063076,0.002653997360906203,0.0034311861113739306,0.002579691926374397
9,Corn_Blight (1027).JPG,Blight,390.1953890931371,681.5476662821991,306.60775122549023,651.1728565936178,0.26542296652110764,0.21892140434147064,0.27184183746713975,0.2239567424753101,7.793121936274509,10.44267589388697,6.334620098039217,9.755986159169549,0.07014972638572926,0.0623194063449383,0.0692130391634404,0.0627406058278378,0.6582864349630835,0.24698761923012197,0.7332834192966088,0.27968181996726027,9.789578897509987,10.030241790669649,9.63078521536956,9.965731722211347,0.0049209841119926805,0.0038837084071855358,0.004790444790239935,0.003936383619644115
10,Corn_Blight (1032).JPG,Blight,357.531755514706,510.9848366013073,213.42064950980398,565.0820146097656,0.1898515878221487,0.16763996902143496,0.20020450903164957,0.1526923931625245,8.006969975490199,9.444413687043447,6.684068627450982,10.814978854286814,0.04734443310295882,0.044903409056891275,0.04860159088018601,0.04284655686440388,0.5974005341791724,0.3236660094241464,0.7841300516501898,0.25246073252520074,10.034641851678627,10.13103333128558,9.895267659735035,10.281203562099803,0.002241495345840543,0.0020163161449305053,0.0023621146360849796,0.0018358274351345954
11,Corn_Blight (1071).JPG,Blight,330.49146752450986,492.8872741253366,171.7971507352941,476.09663975394096,0.26449911040410184,0.22331715952017864,0.29031048438751056,0.2226048086452781,6.463066789215688,8.382360630526724,4.891911764705881,8.032848904267592,0.06390592459125057,0.05808587906674549,0.06655304409839098,0.05777459511369232,0.5602255110044366,0.21762053210613946,0.8010164794689465,0.244036599211169,9.357455627674893,9.55834684669125,9.114694004515483,9.53301264401165,0.004083967197862603,0.003373969346956582,0.004429307678762375,0.00333790384055108
