filename,label,glcm0_contrast,glcm0_homogeneity,glcm0_dissimilarity,glcm0_energy,glcm0_correlation,glcm0_ASM,glcm0_entropy,glcm45_contrast,glcm45_homogeneity,glcm45_dissimilarity,glcm45_energy,glcm45_correlation,glcm45_ASM,glcm45_entropy,glcm90_contrast,glcm90_homogeneity,glcm90_dissimilarity,glcm90_energy,glcm90_correlation,glcm90_ASM,glcm90_entropy,glcm135_contrast,glcm135_homogeneity,glcm135_dissimilarity,glcm135_energy,glcm135_correlation,glcm135_ASM,glcm135_entropy,LL0_contrast,LL0_homogeneity,LL0_dissimilarity,LL0_energy,LL0_correlation,LL0_ASM,LL0_entropy,LH0_contrast,LH0_homogeneity,LH0_dissimilarity,LH0_energy,LH0_correlation,LH0_ASM,LH0_entropy,HL0_contrast,HL0_homogeneity,HL0_dissimilarity,HL0_energy,HL0_correlation,HL0_ASM,HL0_entropy,HH0_contrast,HH0_homogeneity,HH0_dissimilarity,HH0_energy,HH0_correlation,HH0_ASM,HH0_entropy,LL45_contrast,LL45_homogeneity,LL45_dissimilarity,LL45_energy,LL45_correlation,LL45_ASM,LL45_entropy,LH45_contrast,LH45_homogeneity,LH45_dissimilarity,LH45_energy,LH45_correlation,LH45_ASM,LH45_entropy,HL45_contrast,HL45_homogeneity,HL45_dissimilarity,HL45_energy,HL45_correlation,HL45_ASM,HL45_entropy,HH45_contrast,HH45_homogeneity,HH45_dissimilarity,HH45_energy,HH45_correlation,HH45_ASM,HH45_entropy,LL90_contrast,LL90_homogeneity,LL90_dissimilarity,LL90_energy,LL90_correlation,LL90_ASM,LL90_entropy,LH90_contrast,LH90_homogeneity,LH90_dissimilarity,LH90_energy,LH90_correlation,LH90_ASM,LH90_entropy,HL90_contrast,HL90_homogeneity,HL90_dissimilarity,HL90_energy,HL90_correlation,HL90_ASM,HL90_entropy,HH90_contrast,HH90_homogeneity,HH90_dissimilarity,HH90_energy,HH90_correlation,HH90_ASM,HH90_entropy,LL135_contrast,LL135_homogeneity,LL135_dissimilarity,LL135_energy,LL135_correlation,LL135_ASM,LL135_entropy,LH135_contrast,LH135_homogeneity,LH135_dissimilarity,LH135_energy,LH135_correlation,LH135_ASM,LH135_entropy,HL135_contrast,HL135_homogeneity,HL135_dissimilarity,HL135_energy,HL135_correlation,HL135_ASM,HL135_entropy,HH135_contrast,HH135_homogeneity,HH135_dissimilarity,HH135_energy,HH135_correlation,HH135_ASM,HH135_entropy
Image_1,Blight,291.1193014705882,0.35929737978804877,6.495373774509805,0.05240880589365877,0.6938401762504902,0.002746682935199202,6.996130828763794,416.5120799692427,0.2748162724114097,8.193556324490581,0.04361124252410013,0.5015613454393697,0.0019019404744958798,7.209832765275578,156.47253370098042,0.39478195779687814,4.773881740196078,0.05510149580699371,0.843263181766955,0.0030361748401681455,6.807871609693629,427.5385467128028,0.26753574251999696,8.554648212226066,0.0429281997209194,0.48847099364877805,0.0018428303312791447,7.255190358674211,881.7950295275591,0.09905174798247174,18.237819881889763,0.02097276562068536,0.5295657471192093,0.0004398568977802018,8.381253209475561,97.67544291338584,0.1802847999825622,6.840920275590552,0.05422594870302376,0.7080291946640537,0.002940453512742964,6.634928440121372,474.11005167322827,0.13364435035440356,12.995878444881889,0.043352325993014355,-0.021426411133247406,0.001879424169004588,7.3247225110223155,659.5489050196852,0.08863881874189895,17.6910063976378,0.030510849824918973,-0.07386861417824023,0.0009309119570387581,7.983669339671841,1080.421600843202,0.08590794596788796,20.111104222208446,0.020266028245464394,0.37610312417669517,0.00041071190084596056,8.413814073731327,226.91047182094366,0.15605259887933146,8.713931427862857,0.05253479815902057,0.010177319607774842,0.002759905017609031,6.666756258904013,473.4479508959019,0.1320175603786719,13.062806125612257,0.04239738753917146,-0.018006494473824894,0.0017975384701466915,7.341751340631008,631.4059148118297,0.09072142966638426,17.405542811085624,0.029755635224067538,-0.027740508225685925,0.0008853978275877687,7.9931054281015586,499.6429625984253,0.11347002930512454,13.567667322834648,0.02232788627187518,0.7331352843963771,0.0004985345053697922,8.223994216795422,225.90797244094495,0.16147419218816064,8.577509842519685,0.05385311128197501,0.009943762701160215,0.002900157594748784,6.640805282775968,156.29502952755905,0.16745775120387185,8.461860236220474,0.045196202410673285,0.7547869895000953,0.0020426967123465495,7.222569801143657,687.8516240157479,0.08778573104480816,17.8683562992126,0.03074101407989851,-0.12515267644853587,0.0009450099466605184,7.968779230472785,1125.6009672019345,0.08513285348252143,20.810341620683246,0.01995571053407868,0.3504165323957572,0.0003982303829199387,8.439076890864932,225.72087544175088,0.156352414750995,8.685969371938743,0.052575374013588846,0.016493177829572644,0.0027641699526687533,6.668249409886186,463.92473184946374,0.13171237143084716,12.9498418996838,0.04192666415747427,0.00331533298622874,0.0017578451673736378,7.3532436575235005,617.1147622295244,0.08645812048676536,17.413354826709657,0.029731176696658597,-0.003554632716288113,0.0008839428677679352,7.99962069772052
Image_2,Blight,256.0066176470589,0.46032703177953344,4.768627450980393,0.09195261870325688,0.7551157663179842,0.008455284086386548,6.227176928578226,457.12975009611694,0.373322874863192,6.54003844675125,0.07774765576653998,0.46921233402757967,0.006044697977192399,6.445789221639434,221.552512254902,0.48661790806513533,3.9121017156862754,0.09091351411702617,0.789288012549976,0.008265267049106717,6.094019356868665,469.96684352172247,0.36238250488671864,6.931672433679354,0.07702130248469752,0.454219701607799,0.005932281036439273,6.499718216150638,495.43860728346465,0.19571627043368595,11.453248031496065,0.04644147684065478,0.6561903506208917,0.002156810771141074,7.388996579058046,44.48788139763779,0.31310524039415805,4.113742618110236,0.103445283189982,0.8797883228893173,0.010700926614255573,5.6463364419204,351.5286048228346,0.2292910081742367,9.127153051181104,0.09493021063478983,-0.02745407267001946,0.009011744891165565,6.313171998862117,359.933809055118,0.141429389613038,11.638410433070863,0.05758340622708046,-0.09095072713043298,0.0033158486727129692,6.960886885584053,700.5531651063303,0.16674581618799122,13.538719077438156,0.04296194791799474,0.4568377820576842,0.0018457289689084928,7.46675030409181,214.97600595201192,0.26217605590556864,6.3290966581933175,0.09912252252166802,0.009786216586657936,0.009825274471058585,5.709372122265088,360.3033666067333,0.2336216492500647,9.335668671337341,0.09237148768929092,-0.04705729126059499,0.008532491737932824,6.336357717709709,349.5221650443301,0.1536972701761685,11.329220658441319,0.055365121359700745,-0.05808531413415148,0.0030652966631743916,6.993247288748693,351.7384965551182,0.20295281501442228,9.121616633858268,0.04629800825898906,0.756384683336888,0.0021435055687494195,7.272645054262791,216.93503937007873,0.2569138190921736,6.377829724409449,0.10088488902723387,-0.00432453476270986,0.010177760834037293,5.682362715244389,89.76070374015751,0.296990230753198,5.51599409448819,0.0993371148518617,0.828663766033762,0.009867862387091962,6.2130923600827455,382.6091289370079,0.14299999088100906,11.848794291338583,0.05723784997128322,-0.15769740451981518,0.0032761714693351263,6.969256753174225,756.9416578833157,0.16241329721312006,14.371876743753486,0.04266930785321046,0.41279176164364156,0.0018206698326720474,7.5063966110576015,215.5920391840784,0.261469847265064,6.353772707545415,0.09845510370514578,0.006454807008587026,0.00969340744559101,5.712380178061423,339.6413912827826,0.23678662155861407,8.968441936883874,0.09238945310591483,0.012650204339766609,0.008535811045210034,6.34525792050817,307.3081406162812,0.15620305330882933,10.80246760493521,0.05567371207523769,0.06917134841184042,0.0030995622162364673,6.99164998198389
Image_3,Blight,197.44499080882355,0.36073404740633574,5.552466299019607,0.05229736448536726,0.668213410617921,0.0027350143321153526,6.765542587203674,298.4006766628221,0.26664924136737217,7.186405228758171,0.042552703103655075,0.40807891784919914,0.0018107325414278162,6.998699104305378,112.38570772058824,0.42828663464288025,3.700566789215687,0.06012090476603294,0.8202360247197289,0.0036145231898864027,6.442307922381144,295.24218377547106,0.27532090356762196,6.9771472510572865,0.04350876950178933,0.414752111996243,0.001893013023559833,6.964304516697238,562.4114173228347,0.0921296093375708,15.316437007874018,0.02072875341763598,0.509406168421083,0.0004296812182491554,8.189810895838683,48.573388287401585,0.2126642676148726,4.9683193897637805,0.06654101907599742,0.8088408751702373,0.004427707219672254,6.089634336353146,413.8590674212599,0.11480460866079509,12.824126476377955,0.03511124149846319,0.024059361604742976,0.0012327992795634034,7.468350756368854,470.3951771653543,0.08781075579131652,15.36724901574803,0.03127000437940594,0.008093444952322814,0.0009778131738880666,7.594251440502325,739.0763221526444,0.08228134960159235,17.3994667989336,0.019880637287506026,0.2843599731966704,0.0003952397389573749,8.237306882393645,158.33901667803337,0.1872219463468207,6.680265360530721,0.06512145770174413,0.0005099736849824501,0.004240804253200049,6.124643626520499,415.749581499163,0.1097546660267605,12.98673197346395,0.0345615519037948,0.02291221380967522,0.001194500869998702,7.481761496342742,474.7436914873829,0.08861105338489228,15.551677103354203,0.030498925402939723,-0.0006458152709793896,0.0009301844507340819,7.616617645401297,301.7450172244094,0.1288912328576185,10.407418799212598,0.02376837476876831,0.7394122713781699,0.0005649356391486221,7.935001915878096,156.78358759842519,0.1891879611766368,6.623031496062992,0.06590343755114306,0.007922045524059269,0.0043432630810574125,6.106912514057169,117.24520177165353,0.1657292484371693,7.6106053149606305,0.03881270786303343,0.7965818828101365,0.001506426291661177,7.283097942088022,515.2199803149606,0.08956677676713433,15.932332677165356,0.03138430735685924,-0.08824270861168167,0.000984974748269809,7.591647353112196,719.7998635997272,0.08608936483589265,16.987661975323952,0.020153378491782312,0.3046687512346798,0.00040615866463303394,8.225253285404968,157.59507719015434,0.1867018633624859,6.6751193502387,0.06478404794295183,0.0071602470811544935,0.004196972867874681,6.127282968104507,436.989335978672,0.1131453434219213,13.260028520057041,0.034921373770292974,-0.026232165668659456,0.001219502346004506,7.474752194301336,502.7992435984871,0.08804819246117153,15.843077686155368,0.030677032325788698,-0.05813032935662029,0.0009410803123174847,7.610545340626983
Image_4,Blight,182.17440257352945,0.4368724766037038,4.3695312500000005,0.07776212251331298,0.6764247187879135,0.0060469476977754975,6.154078248501045,289.923783160323,0.3528041405666082,5.906805074971166,0.06629958443971498,0.3731929031087664,0.0043956348968788965,6.375177801673369,117.6780943627451,0.48748081749640987,3.243106617647059,0.08147768059741337,0.7986523585252772,0.006638612435534111,5.94888532295885,286.2977777777778,0.35979249488562154,5.7222145328719725,0.06689227466218653,0.38123267465009125,0.004474576409481403,6.345774975649373,464.0978100393702,0.14943829058155453,12.341412401574804,0.033633506696142346,0.5614298722879139,0.001131212772679452,7.622554257200538,51.95872293307086,0.25633815213910455,4.746001476377953,0.08395866393630838,0.8327329027640685,0.007049057249969968,5.917375485328875,360.29299950787396,0.17066574998246506,10.358698326771654,0.06363303871343375,0.01409935758234146,0.004049163615905358,6.7765860119934995,337.43528543307093,0.12349924756787654,12.342273622047246,0.046563053193080316,-0.05533705666900103,0.002168117922661627,7.1324855267358895,648.0919461838924,0.13144268480872529,14.51230702461405,0.03153317407683997,0.302613363862248,0.0009943410673602922,7.6901272068220985,189.4333188666377,0.22028680262527148,6.665137330274659,0.08025925032146312,0.003837083479001087,0.006441547262163279,5.966317459745318,358.1088722177444,0.17458402597774425,10.37249674499349,0.06312731632357203,0.02321153948708737,0.003985058066216325,6.790775077492332,320.7818835637671,0.13184578643401382,11.975385950771901,0.045378055518757676,-0.008243934208859313,0.002059167922663454,7.151433587171025,291.2534448818898,0.17237633982136774,9.202755905511811,0.03518792199476116,0.7231592153401412,0.001238189854309396,7.452927350797077,189.27276082677167,0.2203582926445686,6.622908464566928,0.08284512177975613,0.0008536518599580584,0.006863314202702624,5.935368060146726,95.39702263779527,0.22985318509384206,6.368971456692912,0.0683490898865037,0.8265311641187524,0.0046715980883133635,6.6463232341154495,363.7140748031496,0.1252260053908945,12.617125984251969,0.04688143772184586,-0.14547786951432226,0.002197869202867312,7.114835467859473,623.0107880215761,0.1346602279689474,14.057846115692232,0.03194580079028651,0.33029612172561157,0.0010205341881326705,7.670733409112075,188.3329406658813,0.22213417969553614,6.609337218674436,0.08037098338302226,0.010182882643591762,0.0064594949699540395,5.9604609844630465,367.47324694649376,0.17477311127099515,10.522289044578088,0.06358654551852073,-0.0019323586987860875,0.0040432487709789085,6.789397473391378,325.1842643685287,0.1288289795137164,12.049786099572199,0.045506908437143674,-0.020905365031408843,0.0020708787155065784,7.147251817844019
Image_5,Blight,219.37236519607842,0.36919755173654695,6.054319852941176,0.053309915190535316,0.7130397875302965,0.002841947057622068,6.878790377472699,315.60581314878897,0.28589243697763683,7.639584775086507,0.04515548920204766,0.5314662344332337,0.002039018205076243,7.101462638065646,114.42768075980393,0.42276143656780657,4.002711397058825,0.05879038755981314,0.853009174376543,0.003456309669433032,6.602462047392947,315.7035909265668,0.286147174600238,7.569058054594389,0.045152442150707954,0.5313128416613679,0.0020387430321730285,7.089015900013799,1026.0409079724411,0.09379163885601587,19.870878444881892,0.019846814642757615,0.5055166483589357,0.00039389605146397807,8.469929408236776,53.97256397637796,0.22728948292257498,5.163262795275591,0.07091002219622236,0.7467456155131337,0.005028231247868748,6.116874521462809,749.1572957677167,0.10783232141297523,16.845780019685044,0.03628177750370712,-0.043235295569537514,0.001316367378828508,7.728451011161262,531.8830585629922,0.09096552207568068,16.16689222440945,0.030240887709718414,-0.0551824070657868,0.0009145112894717982,7.796734824578832,1230.4450368900739,0.08450177772857807,22.030132060264123,0.019173933048734777,0.36090794784097935,0.0003676397085573637,8.513612097760797,139.250666501333,0.19457175074918873,6.6754293508587015,0.06835702761760643,0.007202405457720426,0.004672683224714208,6.149577860508176,761.5549631099262,0.10787624102126743,17.083266166532333,0.0358316198296251,-0.056932518043204774,0.0012839049796147827,7.739480759695863,518.9610019220037,0.09553729168291539,15.969619939239875,0.02954206693735874,-0.02859172895640552,0.0008727337189313846,7.813777302547841,442.3050565944882,0.11752745459799947,12.877276082677165,0.021953495871997374,0.7836939298668322,0.0004819559810018058,8.249087795409412,137.18676181102362,0.2012395821569788,6.529527559055117,0.07047994851625601,0.01662169160813316,0.004967423142854099,6.124835961168537,214.58526082677167,0.14933643594579088,9.895792322834648,0.038608275388360494,0.7685443253797506,0.0014905989284634824,7.568257007950144,525.9614911417324,0.09540802419522393,16.021530511811026,0.030569891846285727,-0.047739883480805066,0.0009345182874936067,7.796655585127248,1235.4429288858576,0.08642324253641603,21.85572571145142,0.019191467146838243,0.35824245266785054,0.0003683124112481716,8.513645924150984,137.93967387934777,0.19889684654648335,6.562031124062249,0.06869041557214436,0.016307261449180443,0.004718373191473893,6.147325988927104,747.8446896893795,0.10853972303560934,16.97185194370389,0.035704024494507075,-0.03793904374823881,0.0012747773651043614,7.742713124459169,501.6738173476347,0.09610387751657935,15.724781449562899,0.029677957563166935,0.005653481063570362,0.0008807811651211374,7.813741778417095
Image_6,Blight,235.60569852941177,0.37334253998368144,5.700674019607844,0.05386300508921931,0.6848357334638805,0.0029012233172412655,6.785514648070287,342.80184544406006,0.2878264602891003,7.231034217608613,0.044794490548172895,0.46788021538047614,0.002006546383470351,6.998116785911633,135.43500306372547,0.40631540307053043,4.302864583333333,0.05669880331608182,0.8299647152375538,0.0032147542974757305,6.616955887568175,359.8264206074588,0.28144273755768895,7.655901576316802,0.04429904818208774,0.4415279215496986,0.0019624056698389312,7.038696142091483,763.1678764763781,0.10348935899255582,16.865957185039374,0.02118219551057343,0.52559878159937,0.00044868540664815725,8.275515476735958,85.93325541338584,0.18788405622050156,6.483821358267716,0.05490977473737888,0.735266924249635,0.0030150833617096917,6.576441071444143,395.5599778543308,0.13969461544509343,11.927226870078742,0.04557449316784944,0.006387774875171845,0.0020770344275063556,7.234510844974697,680.1822096456692,0.08517532333119522,18.1595718503937,0.02769271312877951,-0.06901921811319034,0.0007668863604328771,7.9644171611898384,916.9959079918161,0.0908605353052176,18.543555087110178,0.02026768785814113,0.37637394381559613,0.00041077917111504136,8.31841728091937,209.31037262074526,0.16124687315630676,8.297786595573193,0.053227115481603526,0.028897264561064378,0.0028331258224919575,6.609247947172075,405.1714923429847,0.13919943049934472,12.170314340628682,0.04469907958809524,-0.014136251117508741,0.0019980077160228725,7.246466911088462,643.986483972968,0.08782733578631358,17.77010354020708,0.027211274534848333,-0.01175204635483506,0.0007404534618108854,7.983995181973151,442.65489665354323,0.1141645201014019,12.9251968503937,0.022039771342267776,0.7316027863000714,0.00048575152081944793,8.155599541395597,214.83667568897636,0.16319551600445972,8.373585137795276,0.05463220128375518,-0.0001204733850568979,0.0029846774171087406,6.589179962718711,137.96512057086613,0.17589543259452411,8.031311515748031,0.047923413057588966,0.7529853729902293,0.002296653519088289,7.135804387384159,730.3954232283464,0.08718225037740794,18.620324803149607,0.028377201898389423,-0.15006158178884307,0.0008052655875819563,7.950296853561273,1021.3162626325253,0.08998624815739635,19.59228718457437,0.020087226886385336,0.3056644379387006,0.000403496683985122,8.345035744224651,211.62923925847852,0.16053490780255544,8.348936697873397,0.05345255751310867,0.01888204179211716,0.00285717590469219,6.614261440075525,392.6835513671027,0.1404144512219666,11.958397916795835,0.04452478806034991,0.01744214024760011,0.0019824567518190775,7.2528099887880915,628.5810651621304,0.08748894248446333,17.636307272614545,0.027240324413232094,0.01298930041415207,0.0007420352741381285,7.986194558045544
Image_7,Blight,233.60969669117654,0.34238476133131046,6.164292279411765,0.04621730814919591,0.7076674202215143,0.002136039572557731,7.048285123767536,359.98863514033064,0.2577362887077818,8.18566705113418,0.03776015608779031,0.4872709587590126,0.001425829387774288,7.289687999874633,152.21611519607848,0.3731388542500184,5.111948529411765,0.04920327160453757,0.8206791497889552,0.0024209619365898934,6.913891605638854,361.7381314878893,0.25698184553358816,8.208596693579393,0.0377648595578845,0.484775853427923,0.0014261846174267404,7.290659830339185,733.4719488188978,0.09303798829781545,17.280142716535437,0.018959329187718223,0.5492772874606522,0.0003594561632482641,8.408408742380582,129.72687007874015,0.15902867989153818,8.007135826771652,0.044813093019533845,0.6709989976081925,0.002008213305977393,6.986827231699955,439.85291584645665,0.11973279241336766,13.09910187007874,0.03821489773685215,0.016328318842461165,0.001460378409038068,7.479851105975142,688.825971948819,0.07973543988332182,18.427103838582678,0.024735336181219182,-0.08886950905440809,0.0006118368559979307,8.112614614087114,986.8768677537357,0.0814875707329623,20.12827825655652,0.018085713543314494,0.3511921744916217,0.0003270930343708293,8.472816502959464,274.50418500837,0.13304548262337187,10.205468410936819,0.0432022540816051,0.032019626097511245,0.0018664347577315643,7.024694660082734,442.66774133548256,0.12135830596847559,13.220782441564882,0.03767677189132426,0.013747371609830413,0.001419539140150882,7.488828890821065,646.2522785045571,0.07987595908487179,17.991257982515965,0.024374881754319663,-0.01880157030150927,0.0005941348605370656,8.124571792771455,534.3519931102363,0.09926653070029905,14.915846456692917,0.019630416417739115,0.6812231333130434,0.00038535324873384137,8.331381950853359,273.07160433070874,0.13971684890538694,10.033341535433072,0.04428275117703186,0.03377048192740188,0.0019609620518069165,7.009163427616963,165.93251722440945,0.1539364625425995,9.114357775590552,0.0400681728076963,0.7292668159603015,0.001605458472147413,7.390865050363351,685.0126107283465,0.08060597665084393,18.46881151574803,0.02481716367038345,-0.08202292625408927,0.0006158916126426002,8.104518133651327,989.1391902783806,0.08360329565505879,20.146320292640585,0.018124991587859185,0.3496890318390266,0.00032851532005996625,8.466003015434062,273.73625147250294,0.13348106642750668,10.16244032488065,0.04320899357843268,0.03535651483378482,0.0018670171260610363,7.031436733953236,445.1668423336847,0.12016226114241961,13.241366482732966,0.03745608067892726,0.008491880244700675,0.0014029579798263078,7.491885664089853,646.9386198772398,0.08345090694120437,18.036394072788145,0.02431693552343814,-0.019504834467741528,0.0005913133532510478,8.121719924913918
Image_8,Blight,275.340318627451,0.36368069474367387,5.790318627450981,0.05633784039456565,0.6521399700783308,0.0031739522603235534,6.6906406761767245,417.04039984621306,0.275694538652236,7.618977316416764,0.04669399203246571,0.3719556251146212,0.0021803288919279708,6.9186911928466905,159.9172181372549,0.3994348251287694,4.287867647058824,0.060146993552345554,0.8123920227733283,0.0036176608333858976,6.501449741067842,418.14154555940024,0.2737567673454067,7.647058823529411,0.04636035591718699,0.3706596696312868,0.002149282600768255,6.925403472579899,756.302472933071,0.09168121246933558,16.46819635826772,0.021732739813015056,0.5036150313497041,0.0004723119797802097,8.180425951133964,73.06612942913385,0.1736655452753171,6.146838090551181,0.052488471970203884,0.8001430127959247,0.002755039689766879,6.505012432099981,350.12063238188983,0.13825126553573278,10.820189468503937,0.04528263171803087,0.009661337409379236,0.002050516735310815,7.026444834140566,429.80850147637796,0.08212009604041634,14.761626476377952,0.028548775365843077,-0.057697673433089,0.0008150325748893686,7.740119863369596,988.2666625333252,0.08208311526439267,18.879595759191517,0.020887187534387373,0.2768307283300107,0.0004362746030966673,8.223851830898056,229.14929629859262,0.15207497212844345,8.2249984499969,0.051025537041870586,0.0036531703161780745,0.0026036054304113074,6.542133223452595,355.42835885671775,0.13400656363242583,11.011098022196045,0.044286971101390446,-0.001594713356139054,0.0019613358093353924,7.0474291259787165,411.59259718519445,0.08436314729205452,14.605431210862424,0.02818626832093439,-0.014476071330517166,0.0007944657218597097,7.759435688560722,426.4547859251969,0.10947579122644355,12.345903051181107,0.023300789816408717,0.7288462306090289,0.0005429268060684561,8.026715336637077,228.64074803149612,0.15359419355688492,8.161786417322837,0.05215878885245585,0.0025016536391634543,0.0027205392545550725,6.52186316506732,95.54828986220471,0.1763613484588841,6.784018208661418,0.04746417351449707,0.8137095415209096,0.002252847767414285,6.907071485993205,459.46561269685026,0.08673358998926943,15.082738681102358,0.02856782331094604,-0.1346535880031441,0.000816120528725432,7.739756340989979,984.9970239940479,0.0811321825384008,18.866699733399468,0.020741335077815084,0.28066410447472434,0.0004302029808102024,8.229483978245522,229.9486638973278,0.15394529940574653,8.230268460536923,0.05114397707272188,0.002015199251239265,0.002615706390815101,6.537569719833689,353.8929877859756,0.13389138284476423,11.025234050468102,0.04436885430539147,0.0034631987295658645,0.0019685952323730553,7.046512338721626,406.47343294686596,0.08909350301646525,14.41701283402567,0.02831366526346167,-5.5873205513280823e-05,0.000801663640651356,7.7567051129782545
Image_9,Blight,216.38592218137256,0.38895036041194897,5.224954044117648,0.0560228406531534,0.7387147105219309,0.003138558674848617,6.725400251111686,375.3447443291042,0.29229989573236304,7.317001153402538,0.04559257305341524,0.4565760147707987,0.002078682717631006,6.9993405297660605,177.0862285539216,0.40249871562471906,4.576884191176471,0.05714151323562745,0.7896332302200344,0.0032651525348573874,6.640996750880554,375.9397923875433,0.2866592216789194,7.36241445597847,0.044955629561908496,0.4556970495787058,0.002021008629307541,7.011718769574045,669.9563238188975,0.10241329215935732,15.861097440944881,0.021457359558785322,0.6074749809447175,0.0004604182792349959,8.245476352975935,79.42033710629923,0.20573264873494343,6.0117495078740175,0.06103493815933044,0.7810922945473375,0.003725263676113291,6.452814993509428,333.7798351377953,0.1567842405693144,10.570927657480317,0.05526901544547825,-0.07864471569870703,0.003054664068312513,6.85561208207823,393.52251476377955,0.10941615978835102,13.18897637795276,0.0377262596715731,-0.14891968113395296,0.001423270668806963,7.388240312705501,980.4310868621737,0.08704569199603232,18.993427986855973,0.019922985210549426,0.3592805243950383,0.00039692533969977115,8.332970992398023,232.86180172360343,0.16941540670953967,8.343480686961373,0.05853870669144491,0.013806622670524602,0.003426780181107017,6.5125268063641615,322.4090148180296,0.16145488864129637,10.345650691301383,0.054274070684694475,-0.03835810436706826,0.0029456747486872126,6.873275682173251,336.86093372186747,0.11568904366195616,12.414532829065658,0.03670930953161929,0.01789899345002616,0.001347573406288235,7.41258115088612,550.5471825787403,0.11368441636867535,13.770484744094492,0.021990051580019647,0.6780098332239409,0.0004835623684919246,8.168292389309368,236.32732529527559,0.16786814695463892,8.40791092519685,0.059285927829686974,-0.003676196520732347,0.0035148212386268527,6.494676310959514,94.23111466535433,0.20435189730714273,6.554810531496063,0.05815145189854917,0.7936559490819045,0.0033815913579092784,6.762681780804096,383.618848425197,0.11216340186089332,13.08230807086614,0.0375764806586624,-0.11912277798933944,0.001411991898690829,7.390342125268219,989.6909913819829,0.08362829128667904,19.21991443982888,0.01977434641391569,0.3530641475385409,0.0003910247760975403,8.339460857583338,230.6483352966706,0.17088969389215977,8.270382540765082,0.05835298710666658,0.0228944882381738,0.0034050711042707964,6.5116260598961855,325.9510199020398,0.15952968367868894,10.381672763345525,0.05418246848333711,-0.04963378009066766,0.0029357398909478196,6.873207234385186,335.232376464753,0.11814047518199623,12.30956661913324,0.036904242516098536,0.02274433452507895,0.001361923115687015,7.413496856761007
Image_10,Blight,165.78802083333335,0.35787579071844916,5.359466911764707,0.05750839928831933,0.7195725354231897,0.003307215988704767,6.668981288671971,258.3040522875818,0.27219661164119985,6.9841599384852,0.04780981749290974,0.494048026913429,0.002285778648705338,6.8919358759505345,106.76061580882353,0.4046858059193317,3.9906709558823525,0.06233274026526041,0.823672892351809,0.003885370508976416,6.451575725756323,252.57007304882745,0.27593084510174604,6.8609457900807405,0.04816106903918738,0.5051908935870223,0.0023194885709973737,6.87642017290172,492.113065944882,0.09979235416896448,14.072465551181105,0.024617407986999688,0.522295529863437,0.000606016775998396,7.95222327746689,72.11257381889763,0.17461738909985772,6.086122047244094,0.05511299512919821,0.735343536006685,0.0030374422321110257,6.435745858078936,436.79330708661416,0.10877293799683843,12.990895669291339,0.035744513983965914,-0.00036268270040082097,0.001277670279949935,7.427880275295203,418.57923228346453,0.08524163375186213,14.412278543307085,0.02881952066709482,-0.05326857176759514,0.0008305647714811055,7.697802037103013,632.0332320664642,0.09002136880132011,15.954987909975822,0.02377702734544115,0.33143358653525923,0.0005653470293858562,7.996499541523294,176.0164300328601,0.15517873615236638,7.743629487258975,0.05397886185219592,0.027648570488124004,0.0029137175268584524,6.463392165759037,432.90675181350366,0.10839134446463616,13.066960133920269,0.0353037493109992,0.0122936880686087,0.0012463547154138764,7.443197423094957,389.3633827267654,0.08369638413241036,14.16033232066464,0.02838586826269094,0.020918454761710812,0.0008057575170268448,7.705935201047227,284.0670521653544,0.12196235405094946,10.497662401574805,0.026704672790313154,0.7235729522689537,0.0007131395488376918,7.7825009260990035,177.16664616141733,0.15706549799243663,7.748954232283463,0.05456670507915186,0.01782005903398782,0.0029775253031951374,6.4531929257777305,143.73105314960628,0.14107506740705872,8.345103346456693,0.03803424729670202,0.7493796310546719,0.0014466039674266848,7.2899019937605,451.8803518700787,0.0828424771593595,14.730991633858267,0.028815581206107107,-0.1393577291659108,0.000830337720245753,7.696785703707899,613.1235662471324,0.09316045837212933,15.66594333188666,0.02393895361730977,0.3510493993733822,0.0005730735002917087,7.9897565541984,175.94091388182773,0.15395642111856947,7.784673569347138,0.05370028633882202,0.02708390201298717,0.002883720752871475,6.466851470038031,443.5361150722302,0.10902223443830811,13.154938309876623,0.035505506594878375,-0.012441876537363485,0.0012606409985589516,7.432442854397888,406.8947237894476,0.08280238500689148,14.289974579949162,0.028589923776248454,-0.02351436897403318,0.0008173837415316966,7.704226675641582
