Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
Corn_Blight (1003).JPG,Blight,221.85851715686275,253.20073817762398,138.02440257352941,282.3781161091888,0.13256989739820857,0.11238111243418797,0.1489250511802624,0.1091053375812358,10.621109068627451,11.481214917339482,8.284359681372548,12.168750480584391,8.682595948764662,8.762510938320117,8.476986552318692,8.810358795471918,0.00024692041147034795,0.00022029654403468566,0.00029800291842380333,0.00020958242038928335,0.015713701393062933,0.01484239010519147,0.01726276103130097,0.014476961711259837,0.8714851929512892,0.8534557557374625,0.9200906876026836,0.8365670709389843
Corn_Blight (1004).JPG,Blight,116.89712009803924,144.20003075740098,70.79356617647059,176.0690965013456,0.26209282807847756,0.20503880311157702,0.26789223844340915,0.19541079689646737,6.636703431372551,7.602722029988464,5.102450980392158,8.430988081507111,7.649919662505313,7.823980424740045,7.484086020856436,7.90461040045659,0.0014366766472405448,0.0010186341544028029,0.001365881497838872,0.0009711296382768224,0.03790351761038208,0.03191604853992428,0.03695783405232065,0.03116295297748309,0.8629581257900978,0.8312774775466757,0.9170977486680618,0.7939917376517683
Corn_Blight (1005).JPG,Blight,229.34695159313728,284.8210995770857,93.15062806372549,247.89883890811222,0.10906559204640665,0.09079317795930456,0.16795808640070692,0.09839677680371109,11.296645220588236,12.723783160322952,6.817294730392157,11.780115340253747,8.892487872341231,9.001209835666518,8.445286639938029,8.934306446057986,0.00019138416846134905,0.0001672839580080473,0.00030533687557820306,0.00018048539873390302,0.013834166706431908,0.012933829982184213,0.017473891254617645,0.013434485428698155,0.8996406250575583,0.875483949160083,0.959225313792466,0.8916225097386328
Corn_Blight (1010).JPG,Blight,153.24742647058824,206.0410303729335,88.18125,188.60747404844292,0.1745339413965665,0.14059199740767941,0.2037102325613045,0.1434826114745118,8.631035539215686,10.106789696270665,6.286948529411766,9.696347558631297,8.342836023581034,8.489276941208121,8.065590630943776,8.460877451531736,0.0004089220539050486,0.0003363931389473868,0.0005169941727265358,0.00034293366893311817,0.020221821231161365,0.018341023388769417,0.022737505859846102,0.018518468320385412,0.8803044099063859,0.8393959736651955,0.9311125663726254,0.8529853630177587
Corn_Blight (1011).jpg,Blight,252.7680912990196,290.87996924259903,123.26997549019609,287.29317954632836,0.12775214045189678,0.10786951112745197,0.15857796449630843,0.10941945487883462,11.459911151960785,12.475570934256055,7.879748774509804,12.346651287966168,8.86797522001204,8.958780513126115,8.570570644945644,8.950798733077665,0.00021712406192179692,0.0001897096627284245,0.00027958982497717225,0.00019144631475103254,0.014735130196974743,0.013773513085935066,0.016720939715732852,0.01383641264024142,0.8959061807756165,0.880292678625621,0.9491864442161535,0.8817721681350973
Corn_Blight (1016).JPG,Blight,222.20695465686273,257.54006920415225,124.65836397058824,287.13122645136485,0.1322203262063171,0.10847292594881078,0.15447754667872787,0.1059665611946754,10.931862745098039,11.891780084582855,7.961213235294118,12.528073817762401,8.573160593805925,8.661173662264625,8.317169334155823,8.703453917683555,0.00029680556400332806,0.00025152104128170033,0.00036599493265060314,0.00024319312907332687,0.017228045855619496,0.015859414909816197,0.019130994031952526,0.015594650655700077,0.8415443587982148,0.8165838148716632,0.9110952170307999,0.7955100920617196
Corn_Blight (1019).JPG,Blight,196.41279105392155,251.2996693579393,141.10762867647057,254.4174548250673,0.12973150980177695,0.1071680873596171,0.14486096520669434,0.10541977385603488,10.304181985294118,11.74002306805075,8.570986519607843,11.851272587466358,8.391187331734608,8.515441175873972,8.261250017813431,8.521434620814212,0.00036036132437043444,0.00029874695519024495,0.00039446979245512544,0.000296008943414985,0.018983185306223886,0.017284297937441514,0.019861263616777394,0.017204910444840595,0.8246283089843021,0.775549359500865,0.8740553531605404,0.7727668372177923
Corn_Blight (1020).JPG,Blight,184.7283088235294,226.4571011149558,97.09021139705885,228.58900422914266,0.1228114215847722,0.10275495449958906,0.15417852547104058,0.10188645830048979,9.926838235294118,11.171687812379854,7.117202818627453,11.264252210688198,8.42502638445101,8.523829285346292,8.136882442427748,8.530871867366528,0.0003625826192149654,0.0003173768820763788,0.00046625802444522557,0.0003148720636681748,0.019041602327928325,0.017815074573977477,0.02159300869367735,0.017744634785426688,0.8404502242962887,0.8046585616341759,0.9160679786043248,0.8028185947858025
Corn_Blight (1022).JPG,Blight,153.37904411764708,209.45277970011537,114.32140012254902,213.7228450595925,0.15854405035669222,0.12309208747530515,0.1679525260729901,0.1181144372740961,8.735324754901963,10.380976547481739,7.3917738970588225,10.557447135717034,8.43643483678793,8.59703760129587,8.300624732822323,8.613050354661773,0.00041277189155763423,0.00032109023811709365,0.0004396298242412774,0.00031453622737890566,0.020316788416421386,0.017918990990485308,0.020967351388319826,0.017735169223294874,0.8986043482758502,0.8617402542832762,0.9244152603201317,0.858922557806675
Corn_Blight (1026).JPG,Blight,246.43351715686276,294.1138023836986,132.28497242647057,283.5397462514418,0.09906080994750294,0.08934676854679573,0.13059894611271983,0.0896709371001118,11.611274509803922,12.783883121876201,8.429181985294118,12.540438292964245,8.57637941721747,8.65335013119889,8.308157111026874,8.639965716521104,0.00028259676266339866,0.0002561574741090472,0.00037096351350742504,0.00026052239985183,0.01681061458315545,0.016004920309362593,0.019260413118815108,0.016140706299658327,0.7846460277003808,0.7434079842007946,0.8843592252192443,0.752642109636791
